value,datetime,datetime_utc,tz_time,geo_id,geo_name
27086.0,2025-09-20T00:00:00.000+02:00,2025-09-19T22:00:00Z,2025-09-19T22:00:00.000Z,8741,Península
27084.0,2025-09-20T00:05:00.000+02:00,2025-09-19T22:05:00Z,2025-09-19T22:05:00.000Z,8741,Península
26977.0,2025-09-20T00:10:00.000+02:00,2025-09-19T22:10:00Z,2025-09-19T22:10:00.000Z,8741,Península
27070.0,2025-09-20T00:15:00.000+02:00,2025-09-19T22:15:00Z,2025-09-19T22:15:00.000Z,8741,Península
26817.0,2025-09-20T00:20:00.000+02:00,2025-09-19T22:20:00Z,2025-09-19T22:20:00.000Z,8741,Península
26696.0,2025-09-20T00:25:00.000+02:00,2025-09-19T22:25:00Z,2025-09-19T22:25:00.000Z,8741,Península
26701.0,2025-09-20T00:30:00.000+02:00,2025-09-19T22:30:00Z,2025-09-19T22:30:00.000Z,8741,Península
26442.0,2025-09-20T00:35:00.000+02:00,2025-09-19T22:35:00Z,2025-09-19T22:35:00.000Z,8741,Península
26461.0,2025-09-20T00:40:00.000+02:00,2025-09-19T22:40:00Z,2025-09-19T22:40:00.000Z,8741,Península
26419.0,2025-09-20T00:45:00.000+02:00,2025-09-19T22:45:00Z,2025-09-19T22:45:00.000Z,8741,Península
26260.0,2025-09-20T00:50:00.000+02:00,2025-09-19T22:50:00Z,2025-09-19T22:50:00.000Z,8741,Península
26109.0,2025-09-20T00:55:00.000+02:00,2025-09-19T22:55:00Z,2025-09-19T22:55:00.000Z,8741,Península
26047.0,2025-09-20T01:00:00.000+02:00,2025-09-19T23:00:00Z,2025-09-19T23:00:00.000Z,8741,Península
25737.0,2025-09-20T01:05:00.000+02:00,2025-09-19T23:05:00Z,2025-09-19T23:05:00.000Z,8741,Península
25472.0,2025-09-20T01:10:00.000+02:00,2025-09-19T23:10:00Z,2025-09-19T23:10:00.000Z,8741,Península
25268.0,2025-09-20T01:15:00.000+02:00,2025-09-19T23:15:00Z,2025-09-19T23:15:00.000Z,8741,Península
25189.0,2025-09-20T01:20:00.000+02:00,2025-09-19T23:20:00Z,2025-09-19T23:20:00.000Z,8741,Península
25276.0,2025-09-20T01:25:00.000+02:00,2025-09-19T23:25:00Z,2025-09-19T23:25:00.000Z,8741,Península
25183.0,2025-09-20T01:30:00.000+02:00,2025-09-19T23:30:00Z,2025-09-19T23:30:00.000Z,8741,Península
25087.0,2025-09-20T01:35:00.000+02:00,2025-09-19T23:35:00Z,2025-09-19T23:35:00.000Z,8741,Península
24785.0,2025-09-20T01:40:00.000+02:00,2025-09-19T23:40:00Z,2025-09-19T23:40:00.000Z,8741,Península
24633.0,2025-09-20T01:45:00.000+02:00,2025-09-19T23:45:00Z,2025-09-19T23:45:00.000Z,8741,Península
24736.0,2025-09-20T01:50:00.000+02:00,2025-09-19T23:50:00Z,2025-09-19T23:50:00.000Z,8741,Península
24669.0,2025-09-20T01:55:00.000+02:00,2025-09-19T23:55:00Z,2025-09-19T23:55:00.000Z,8741,Península
24425.0,2025-09-20T02:00:00.000+02:00,2025-09-20T00:00:00Z,2025-09-20T00:00:00.000Z,8741,Península
24275.0,2025-09-20T02:05:00.000+02:00,2025-09-20T00:05:00Z,2025-09-20T00:05:00.000Z,8741,Península
24218.0,2025-09-20T02:10:00.000+02:00,2025-09-20T00:10:00Z,2025-09-20T00:10:00.000Z,8741,Península
24197.0,2025-09-20T02:15:00.000+02:00,2025-09-20T00:15:00Z,2025-09-20T00:15:00.000Z,8741,Península
24058.0,2025-09-20T02:20:00.000+02:00,2025-09-20T00:20:00Z,2025-09-20T00:20:00.000Z,8741,Península
23873.0,2025-09-20T02:25:00.000+02:00,2025-09-20T00:25:00Z,2025-09-20T00:25:00.000Z,8741,Península
23761.0,2025-09-20T02:30:00.000+02:00,2025-09-20T00:30:00Z,2025-09-20T00:30:00.000Z,8741,Península
23712.0,2025-09-20T02:35:00.000+02:00,2025-09-20T00:35:00Z,2025-09-20T00:35:00.000Z,8741,Península
23863.0,2025-09-20T02:40:00.000+02:00,2025-09-20T00:40:00Z,2025-09-20T00:40:00.000Z,8741,Península
23746.0,2025-09-20T02:45:00.000+02:00,2025-09-20T00:45:00Z,2025-09-20T00:45:00.000Z,8741,Península
23476.0,2025-09-20T02:50:00.000+02:00,2025-09-20T00:50:00Z,2025-09-20T00:50:00.000Z,8741,Península
23342.0,2025-09-20T02:55:00.000+02:00,2025-09-20T00:55:00Z,2025-09-20T00:55:00.000Z,8741,Península
23450.0,2025-09-20T03:00:00.000+02:00,2025-09-20T01:00:00Z,2025-09-20T01:00:00.000Z,8741,Península
23345.0,2025-09-20T03:05:00.000+02:00,2025-09-20T01:05:00Z,2025-09-20T01:05:00.000Z,8741,Península
23511.0,2025-09-20T03:10:00.000+02:00,2025-09-20T01:10:00Z,2025-09-20T01:10:00.000Z,8741,Península
23369.0,2025-09-20T03:15:00.000+02:00,2025-09-20T01:15:00Z,2025-09-20T01:15:00.000Z,8741,Península
23464.0,2025-09-20T03:20:00.000+02:00,2025-09-20T01:20:00Z,2025-09-20T01:20:00.000Z,8741,Península
23291.0,2025-09-20T03:25:00.000+02:00,2025-09-20T01:25:00Z,2025-09-20T01:25:00.000Z,8741,Península
23293.0,2025-09-20T03:30:00.000+02:00,2025-09-20T01:30:00Z,2025-09-20T01:30:00.000Z,8741,Península
23241.0,2025-09-20T03:35:00.000+02:00,2025-09-20T01:35:00Z,2025-09-20T01:35:00.000Z,8741,Península
23106.0,2025-09-20T03:40:00.000+02:00,2025-09-20T01:40:00Z,2025-09-20T01:40:00.000Z,8741,Península
23061.0,2025-09-20T03:45:00.000+02:00,2025-09-20T01:45:00Z,2025-09-20T01:45:00.000Z,8741,Península
23050.0,2025-09-20T03:50:00.000+02:00,2025-09-20T01:50:00Z,2025-09-20T01:50:00.000Z,8741,Península
22867.0,2025-09-20T03:55:00.000+02:00,2025-09-20T01:55:00Z,2025-09-20T01:55:00.000Z,8741,Península
22935.0,2025-09-20T04:00:00.000+02:00,2025-09-20T02:00:00Z,2025-09-20T02:00:00.000Z,8741,Península
23166.0,2025-09-20T04:05:00.000+02:00,2025-09-20T02:05:00Z,2025-09-20T02:05:00.000Z,8741,Península
23074.0,2025-09-20T04:10:00.000+02:00,2025-09-20T02:10:00Z,2025-09-20T02:10:00.000Z,8741,Península
22728.0,2025-09-20T04:15:00.000+02:00,2025-09-20T02:15:00Z,2025-09-20T02:15:00.000Z,8741,Península
22767.0,2025-09-20T04:20:00.000+02:00,2025-09-20T02:20:00Z,2025-09-20T02:20:00.000Z,8741,Península
22781.0,2025-09-20T04:25:00.000+02:00,2025-09-20T02:25:00Z,2025-09-20T02:25:00.000Z,8741,Península
22922.0,2025-09-20T04:30:00.000+02:00,2025-09-20T02:30:00Z,2025-09-20T02:30:00.000Z,8741,Península
22764.0,2025-09-20T04:35:00.000+02:00,2025-09-20T02:35:00Z,2025-09-20T02:35:00.000Z,8741,Península
22765.0,2025-09-20T04:40:00.000+02:00,2025-09-20T02:40:00Z,2025-09-20T02:40:00.000Z,8741,Península
22736.0,2025-09-20T04:45:00.000+02:00,2025-09-20T02:45:00Z,2025-09-20T02:45:00.000Z,8741,Península
22659.0,2025-09-20T04:50:00.000+02:00,2025-09-20T02:50:00Z,2025-09-20T02:50:00.000Z,8741,Península
22564.0,2025-09-20T04:55:00.000+02:00,2025-09-20T02:55:00Z,2025-09-20T02:55:00.000Z,8741,Península
22571.0,2025-09-20T05:00:00.000+02:00,2025-09-20T03:00:00Z,2025-09-20T03:00:00.000Z,8741,Península
22492.0,2025-09-20T05:05:00.000+02:00,2025-09-20T03:05:00Z,2025-09-20T03:05:00.000Z,8741,Península
22404.0,2025-09-20T05:10:00.000+02:00,2025-09-20T03:10:00Z,2025-09-20T03:10:00.000Z,8741,Península
22684.0,2025-09-20T05:15:00.000+02:00,2025-09-20T03:15:00Z,2025-09-20T03:15:00.000Z,8741,Península
22718.0,2025-09-20T05:20:00.000+02:00,2025-09-20T03:20:00Z,2025-09-20T03:20:00.000Z,8741,Península
22573.0,2025-09-20T05:25:00.000+02:00,2025-09-20T03:25:00Z,2025-09-20T03:25:00.000Z,8741,Península
22571.0,2025-09-20T05:30:00.000+02:00,2025-09-20T03:30:00Z,2025-09-20T03:30:00.000Z,8741,Península
22306.0,2025-09-20T05:35:00.000+02:00,2025-09-20T03:35:00Z,2025-09-20T03:35:00.000Z,8741,Península
22213.0,2025-09-20T05:40:00.000+02:00,2025-09-20T03:40:00Z,2025-09-20T03:40:00.000Z,8741,Península
22264.0,2025-09-20T05:45:00.000+02:00,2025-09-20T03:45:00Z,2025-09-20T03:45:00.000Z,8741,Península
22278.0,2025-09-20T05:50:00.000+02:00,2025-09-20T03:50:00Z,2025-09-20T03:50:00.000Z,8741,Península
22291.0,2025-09-20T05:55:00.000+02:00,2025-09-20T03:55:00Z,2025-09-20T03:55:00.000Z,8741,Península
22552.0,2025-09-20T06:00:00.000+02:00,2025-09-20T04:00:00Z,2025-09-20T04:00:00.000Z,8741,Península
22784.0,2025-09-20T06:05:00.000+02:00,2025-09-20T04:05:00Z,2025-09-20T04:05:00.000Z,8741,Península
22911.0,2025-09-20T06:10:00.000+02:00,2025-09-20T04:10:00Z,2025-09-20T04:10:00.000Z,8741,Península
22878.0,2025-09-20T06:15:00.000+02:00,2025-09-20T04:15:00Z,2025-09-20T04:15:00.000Z,8741,Península
22920.0,2025-09-20T06:20:00.000+02:00,2025-09-20T04:20:00Z,2025-09-20T04:20:00.000Z,8741,Península
23086.0,2025-09-20T06:25:00.000+02:00,2025-09-20T04:25:00Z,2025-09-20T04:25:00.000Z,8741,Península
23003.0,2025-09-20T06:30:00.000+02:00,2025-09-20T04:30:00Z,2025-09-20T04:30:00.000Z,8741,Península
23206.0,2025-09-20T06:35:00.000+02:00,2025-09-20T04:35:00Z,2025-09-20T04:35:00.000Z,8741,Península
23042.0,2025-09-20T06:40:00.000+02:00,2025-09-20T04:40:00Z,2025-09-20T04:40:00.000Z,8741,Península
23294.0,2025-09-20T06:45:00.000+02:00,2025-09-20T04:45:00Z,2025-09-20T04:45:00.000Z,8741,Península
23502.0,2025-09-20T06:50:00.000+02:00,2025-09-20T04:50:00Z,2025-09-20T04:50:00.000Z,8741,Península
23651.0,2025-09-20T06:55:00.000+02:00,2025-09-20T04:55:00Z,2025-09-20T04:55:00.000Z,8741,Península
23559.0,2025-09-20T07:00:00.000+02:00,2025-09-20T05:00:00Z,2025-09-20T05:00:00.000Z,8741,Península
23732.0,2025-09-20T07:05:00.000+02:00,2025-09-20T05:05:00Z,2025-09-20T05:05:00.000Z,8741,Península
23879.0,2025-09-20T07:10:00.000+02:00,2025-09-20T05:10:00Z,2025-09-20T05:10:00.000Z,8741,Península
23918.0,2025-09-20T07:15:00.000+02:00,2025-09-20T05:15:00Z,2025-09-20T05:15:00.000Z,8741,Península
24078.0,2025-09-20T07:20:00.000+02:00,2025-09-20T05:20:00Z,2025-09-20T05:20:00.000Z,8741,Península
23934.0,2025-09-20T07:25:00.000+02:00,2025-09-20T05:25:00Z,2025-09-20T05:25:00.000Z,8741,Península
24126.0,2025-09-20T07:30:00.000+02:00,2025-09-20T05:30:00Z,2025-09-20T05:30:00.000Z,8741,Península
24187.0,2025-09-20T07:35:00.000+02:00,2025-09-20T05:35:00Z,2025-09-20T05:35:00.000Z,8741,Península
24320.0,2025-09-20T07:40:00.000+02:00,2025-09-20T05:40:00Z,2025-09-20T05:40:00.000Z,8741,Península
24356.0,2025-09-20T07:45:00.000+02:00,2025-09-20T05:45:00Z,2025-09-20T05:45:00.000Z,8741,Península
24181.0,2025-09-20T07:50:00.000+02:00,2025-09-20T05:50:00Z,2025-09-20T05:50:00.000Z,8741,Península
24226.0,2025-09-20T07:55:00.000+02:00,2025-09-20T05:55:00Z,2025-09-20T05:55:00.000Z,8741,Península
24377.0,2025-09-20T08:00:00.000+02:00,2025-09-20T06:00:00Z,2025-09-20T06:00:00.000Z,8741,Península
24359.0,2025-09-20T08:05:00.000+02:00,2025-09-20T06:05:00Z,2025-09-20T06:05:00.000Z,8741,Península
24418.0,2025-09-20T08:10:00.000+02:00,2025-09-20T06:10:00Z,2025-09-20T06:10:00.000Z,8741,Península
24449.0,2025-09-20T08:15:00.000+02:00,2025-09-20T06:15:00Z,2025-09-20T06:15:00.000Z,8741,Península
24418.0,2025-09-20T08:20:00.000+02:00,2025-09-20T06:20:00Z,2025-09-20T06:20:00.000Z,8741,Península
24415.0,2025-09-20T08:25:00.000+02:00,2025-09-20T06:25:00Z,2025-09-20T06:25:00.000Z,8741,Península
24404.0,2025-09-20T08:30:00.000+02:00,2025-09-20T06:30:00Z,2025-09-20T06:30:00.000Z,8741,Península
24554.0,2025-09-20T08:35:00.000+02:00,2025-09-20T06:35:00Z,2025-09-20T06:35:00.000Z,8741,Península
24700.0,2025-09-20T08:40:00.000+02:00,2025-09-20T06:40:00Z,2025-09-20T06:40:00.000Z,8741,Península
24821.0,2025-09-20T08:45:00.000+02:00,2025-09-20T06:45:00Z,2025-09-20T06:45:00.000Z,8741,Península
25039.0,2025-09-20T08:50:00.000+02:00,2025-09-20T06:50:00Z,2025-09-20T06:50:00.000Z,8741,Península
25081.0,2025-09-20T08:55:00.000+02:00,2025-09-20T06:55:00Z,2025-09-20T06:55:00.000Z,8741,Península
25284.0,2025-09-20T09:00:00.000+02:00,2025-09-20T07:00:00Z,2025-09-20T07:00:00.000Z,8741,Península
25448.0,2025-09-20T09:05:00.000+02:00,2025-09-20T07:05:00Z,2025-09-20T07:05:00.000Z,8741,Península
25369.0,2025-09-20T09:10:00.000+02:00,2025-09-20T07:10:00Z,2025-09-20T07:10:00.000Z,8741,Península
25479.0,2025-09-20T09:15:00.000+02:00,2025-09-20T07:15:00Z,2025-09-20T07:15:00.000Z,8741,Península
25731.0,2025-09-20T09:20:00.000+02:00,2025-09-20T07:20:00Z,2025-09-20T07:20:00.000Z,8741,Península
25763.0,2025-09-20T09:25:00.000+02:00,2025-09-20T07:25:00Z,2025-09-20T07:25:00.000Z,8741,Península
25773.0,2025-09-20T09:30:00.000+02:00,2025-09-20T07:30:00Z,2025-09-20T07:30:00.000Z,8741,Península
25775.0,2025-09-20T09:35:00.000+02:00,2025-09-20T07:35:00Z,2025-09-20T07:35:00.000Z,8741,Península
25862.0,2025-09-20T09:40:00.000+02:00,2025-09-20T07:40:00Z,2025-09-20T07:40:00.000Z,8741,Península
26028.0,2025-09-20T09:45:00.000+02:00,2025-09-20T07:45:00Z,2025-09-20T07:45:00.000Z,8741,Península
26038.0,2025-09-20T09:50:00.000+02:00,2025-09-20T07:50:00Z,2025-09-20T07:50:00.000Z,8741,Península
26082.0,2025-09-20T09:55:00.000+02:00,2025-09-20T07:55:00Z,2025-09-20T07:55:00.000Z,8741,Península
26397.0,2025-09-20T10:00:00.000+02:00,2025-09-20T08:00:00Z,2025-09-20T08:00:00.000Z,8741,Península
26568.0,2025-09-20T10:05:00.000+02:00,2025-09-20T08:05:00Z,2025-09-20T08:05:00.000Z,8741,Península
26940.0,2025-09-20T10:10:00.000+02:00,2025-09-20T08:10:00Z,2025-09-20T08:10:00.000Z,8741,Península
26960.0,2025-09-20T10:15:00.000+02:00,2025-09-20T08:15:00Z,2025-09-20T08:15:00.000Z,8741,Península
26944.0,2025-09-20T10:20:00.000+02:00,2025-09-20T08:20:00Z,2025-09-20T08:20:00.000Z,8741,Península
26865.0,2025-09-20T10:25:00.000+02:00,2025-09-20T08:25:00Z,2025-09-20T08:25:00.000Z,8741,Península
26910.0,2025-09-20T10:30:00.000+02:00,2025-09-20T08:30:00Z,2025-09-20T08:30:00.000Z,8741,Península
27113.0,2025-09-20T10:35:00.000+02:00,2025-09-20T08:35:00Z,2025-09-20T08:35:00.000Z,8741,Península
26970.0,2025-09-20T10:40:00.000+02:00,2025-09-20T08:40:00Z,2025-09-20T08:40:00.000Z,8741,Península
26974.0,2025-09-20T10:45:00.000+02:00,2025-09-20T08:45:00Z,2025-09-20T08:45:00.000Z,8741,Península
26764.0,2025-09-20T10:50:00.000+02:00,2025-09-20T08:50:00Z,2025-09-20T08:50:00.000Z,8741,Península
26991.0,2025-09-20T10:55:00.000+02:00,2025-09-20T08:55:00Z,2025-09-20T08:55:00.000Z,8741,Península
27187.0,2025-09-20T11:00:00.000+02:00,2025-09-20T09:00:00Z,2025-09-20T09:00:00.000Z,8741,Península
26953.0,2025-09-20T11:05:00.000+02:00,2025-09-20T09:05:00Z,2025-09-20T09:05:00.000Z,8741,Península
27060.0,2025-09-20T11:10:00.000+02:00,2025-09-20T09:10:00Z,2025-09-20T09:10:00.000Z,8741,Península
27107.0,2025-09-20T11:15:00.000+02:00,2025-09-20T09:15:00Z,2025-09-20T09:15:00.000Z,8741,Península
27131.0,2025-09-20T11:20:00.000+02:00,2025-09-20T09:20:00Z,2025-09-20T09:20:00.000Z,8741,Península
27110.0,2025-09-20T11:25:00.000+02:00,2025-09-20T09:25:00Z,2025-09-20T09:25:00.000Z,8741,Península
27103.0,2025-09-20T11:30:00.000+02:00,2025-09-20T09:30:00Z,2025-09-20T09:30:00.000Z,8741,Península
26974.0,2025-09-20T11:35:00.000+02:00,2025-09-20T09:35:00Z,2025-09-20T09:35:00.000Z,8741,Península
27079.0,2025-09-20T11:40:00.000+02:00,2025-09-20T09:40:00Z,2025-09-20T09:40:00.000Z,8741,Península
26751.0,2025-09-20T11:45:00.000+02:00,2025-09-20T09:45:00Z,2025-09-20T09:45:00.000Z,8741,Península
26747.0,2025-09-20T11:50:00.000+02:00,2025-09-20T09:50:00Z,2025-09-20T09:50:00.000Z,8741,Península
26868.0,2025-09-20T11:55:00.000+02:00,2025-09-20T09:55:00Z,2025-09-20T09:55:00.000Z,8741,Península
26978.0,2025-09-20T12:00:00.000+02:00,2025-09-20T10:00:00Z,2025-09-20T10:00:00.000Z,8741,Península
27009.0,2025-09-20T12:05:00.000+02:00,2025-09-20T10:05:00Z,2025-09-20T10:05:00.000Z,8741,Península
26648.0,2025-09-20T12:10:00.000+02:00,2025-09-20T10:10:00Z,2025-09-20T10:10:00.000Z,8741,Península
26565.0,2025-09-20T12:15:00.000+02:00,2025-09-20T10:15:00Z,2025-09-20T10:15:00.000Z,8741,Península
27008.0,2025-09-20T12:20:00.000+02:00,2025-09-20T10:20:00Z,2025-09-20T10:20:00.000Z,8741,Península
26819.0,2025-09-20T12:25:00.000+02:00,2025-09-20T10:25:00Z,2025-09-20T10:25:00.000Z,8741,Península
26810.0,2025-09-20T12:30:00.000+02:00,2025-09-20T10:30:00Z,2025-09-20T10:30:00.000Z,8741,Península
26985.0,2025-09-20T12:35:00.000+02:00,2025-09-20T10:35:00Z,2025-09-20T10:35:00.000Z,8741,Península
27064.0,2025-09-20T12:40:00.000+02:00,2025-09-20T10:40:00Z,2025-09-20T10:40:00.000Z,8741,Península
27151.0,2025-09-20T12:45:00.000+02:00,2025-09-20T10:45:00Z,2025-09-20T10:45:00.000Z,8741,Península
26890.0,2025-09-20T12:50:00.000+02:00,2025-09-20T10:50:00Z,2025-09-20T10:50:00.000Z,8741,Península
26639.0,2025-09-20T12:55:00.000+02:00,2025-09-20T10:55:00Z,2025-09-20T10:55:00.000Z,8741,Península
27011.0,2025-09-20T13:00:00.000+02:00,2025-09-20T11:00:00Z,2025-09-20T11:00:00.000Z,8741,Península
27099.0,2025-09-20T13:05:00.000+02:00,2025-09-20T11:05:00Z,2025-09-20T11:05:00.000Z,8741,Península
27117.0,2025-09-20T13:10:00.000+02:00,2025-09-20T11:10:00Z,2025-09-20T11:10:00.000Z,8741,Península
27121.0,2025-09-20T13:15:00.000+02:00,2025-09-20T11:15:00Z,2025-09-20T11:15:00.000Z,8741,Península
27204.0,2025-09-20T13:20:00.000+02:00,2025-09-20T11:20:00Z,2025-09-20T11:20:00.000Z,8741,Península
27472.0,2025-09-20T13:25:00.000+02:00,2025-09-20T11:25:00Z,2025-09-20T11:25:00.000Z,8741,Península
27420.0,2025-09-20T13:30:00.000+02:00,2025-09-20T11:30:00Z,2025-09-20T11:30:00.000Z,8741,Península
27391.0,2025-09-20T13:35:00.000+02:00,2025-09-20T11:35:00Z,2025-09-20T11:35:00.000Z,8741,Península
27311.0,2025-09-20T13:40:00.000+02:00,2025-09-20T11:40:00Z,2025-09-20T11:40:00.000Z,8741,Península
27368.0,2025-09-20T13:45:00.000+02:00,2025-09-20T11:45:00Z,2025-09-20T11:45:00.000Z,8741,Península
27531.0,2025-09-20T13:50:00.000+02:00,2025-09-20T11:50:00Z,2025-09-20T11:50:00.000Z,8741,Península
27471.0,2025-09-20T13:55:00.000+02:00,2025-09-20T11:55:00Z,2025-09-20T11:55:00.000Z,8741,Península
27142.0,2025-09-20T14:00:00.000+02:00,2025-09-20T12:00:00Z,2025-09-20T12:00:00.000Z,8741,Península
27272.0,2025-09-20T14:05:00.000+02:00,2025-09-20T12:05:00Z,2025-09-20T12:05:00.000Z,8741,Península
27262.0,2025-09-20T14:10:00.000+02:00,2025-09-20T12:10:00Z,2025-09-20T12:10:00.000Z,8741,Península
27382.0,2025-09-20T14:15:00.000+02:00,2025-09-20T12:15:00Z,2025-09-20T12:15:00.000Z,8741,Península
